Resource,Reference,Previous Context,Result,Next Context,Lemma (Greek),Louw-Nida,Root,Part of Speech,Adverb/particle Type (Logos Greek)
NA28,Galatians 4:12,"Γίνεσθε ὡς ἐγώ, ὅτι",κἀγὼ,"ὡς ὑμεῖς, ἀδελφοί, δέομαι ὑμῶν. οὐδέν με ἠδικήσατε·",κἀγώ,"LN 89.93, LN 92.1","και, εγω","pronoun, particle",emphatic
NA28,Galatians 6:14,"τῷ σταυρῷ τοῦ κυρίου ἡμῶν Ἰησοῦ Χριστοῦ, διʼ οὗ ἐμοὶ κόσμος ἐσταύρωται",κἀγὼ,κόσμῳ.,κἀγώ,"LN 89.92, LN 92.1","και, εγω","pronoun, conjunction",—
NA28,Ephesians 1:15,Διὰ τοῦτο,κἀγὼ,ἀκούσας τὴν καθʼ ὑμᾶς πίστιν ἐν τῷ κυρίῳ Ἰησοῦ καὶ τὴν ἀγάπην τὴν εἰς πάντας τοὺς ἁγίους,κἀγώ,"LN 89.93, LN 92.1","και, εγω","pronoun, particle",emphatic
NA28,Philippians 2:19,"Ἐλπίζω δὲ ἐν κυρίῳ Ἰησοῦ Τιμόθεον ταχέως πέμψαι ὑμῖν, ἵνα",κἀγὼ,εὐψυχῶ γνοὺς τὰ περὶ ὑμῶν.,κἀγώ,"LN 89.93, LN 92.1","και, εγω","pronoun, particle",emphatic
NA28,Philippians 2:28,"σπουδαιοτέρως οὖν ἔπεμψα αὐτόν, ἵνα ἰδόντες αὐτὸν πάλιν χαρῆτε",κἀγὼ,ἀλυπότερος ὦ.,κἀγώ,"LN 89.92, LN 92.1","και, εγω","pronoun, conjunction",—
NA28,1 Thessalonians 3:5,διὰ τοῦτο,κἀγὼ,"μηκέτι στέγων ἔπεμψα εἰς τὸ γνῶναι τὴν πίστιν ὑμῶν, μή πως ἐπείρασεν ὑμᾶς",κἀγώ,"LN 89.93, LN 92.1","και, εγω","pronoun, particle",emphatic
NA28,Hebrews 8:9,"αὐτοὺς ἐκ γῆς Αἰγύπτου,      ὅτι αὐτοὶ οὐκ ἐνέμειναν ἐν τῇ διαθήκῃ μου,",κἀγὼ,"ἠμέλησα αὐτῶν, λέγει κύριος·",κἀγώ,"LN 89.92, LN 92.1","και, εγω","pronoun, conjunction",—
NA28,James 2:18,"Ἀλλʼ ἐρεῖ τις· σὺ πίστιν ἔχεις,",κἀγὼ,"ἔργα ἔχω. δεῖξόν μοι τὴν πίστιν σου χωρὶς τῶν ἔργων, κἀγώ σοι δείξω",κἀγώ,"LN 89.92, LN 92.1","και, εγω","pronoun, conjunction",—
NA28,James 2:18,"Ἀλλʼ ἐρεῖ τις· σὺ πίστιν ἔχεις, κἀγὼ ἔργα ἔχω. δεῖξόν μοι τὴν πίστιν σου χωρὶς τῶν ἔργων,",κἀγώ,σοι δείξω ἐκ τῶν ἔργων μου τὴν πίστιν.,κἀγώ,"LN 89.92, LN 92.1","και, εγω","pronoun, conjunction",—
NA28,Revelation 2:6,"ἀλλὰ τοῦτο ἔχεις, ὅτι μισεῖς τὰ ἔργα τῶν Νικολαϊτῶν ἃ",κἀγὼ,μισῶ.,κἀγώ,"LN 89.93, LN 92.1","και, εγω","pronoun, particle",emphatic
NA28,Revelation 2:28,ὡς,κἀγὼ,"εἴληφα παρὰ τοῦ πατρός μου, καὶ δώσω αὐτῷ τὸν ἀστέρα τὸν πρωϊνόν.",κἀγώ,"LN 89.93, LN 92.1","και, εγω","pronoun, particle",emphatic
NA28,Revelation 3:10,"ὅτι ἐτήρησας τὸν λόγον τῆς ὑπομονῆς μου,",κἀγώ,σε τηρήσω ἐκ τῆς ὥρας τοῦ πειρασμοῦ τῆς μελλούσης ἔρχεσθαι ἐπὶ τῆς οἰκουμένης,κἀγώ,"LN 89.93, LN 92.1","και, εγω","pronoun, particle",emphatic
NA28,Revelation 3:21,"Ὁ νικῶν δώσω αὐτῷ καθίσαι μετʼ ἐμοῦ ἐν τῷ θρόνῳ μου, ὡς",κἀγὼ,ἐνίκησα καὶ ἐκάθισα μετὰ τοῦ πατρός μου ἐν τῷ θρόνῳ αὐτοῦ.,κἀγώ,"LN 89.93, LN 92.1","και, εγω","pronoun, particle",emphatic
NA28,Revelation 22:8,—,Κἀγὼ,"Ἰωάννης ὁ ἀκούων καὶ βλέπων ταῦτα. καὶ ὅτε ἤκουσα καὶ ἔβλεψα, ἔπεσα προσκυνῆσαι",κἀγώ,"LN 89.93, LN 92.1","και, εγω","pronoun, conjunction",—
