Result,Lemma (Greek),Tense (Logos Greek),Voice (Logos Greek),Mood (Logos Greek),Person (Logos Greek),Number (Logos Greek),Reference,Previous Context,Next Context
λυθῇ,λύω,aorist,passive,subjunctive,third person,singular,John 7:23,εἰ περιτομὴν λαμβάνει  ἄνθρωπος ἐν σαββάτῳ ἵνα μὴ,"ὁ νόμος  Μωϋσέως,  ἐμοὶ χολᾶτε ὅτι ὅλον ἄνθρωπον ὑγιῆ ἐποίησα ἐν σαββάτῳ;"
λυθῆναι,λύω,aorist,passive,infinitive,—,—,Luke 13:16,"ταύτην δὲ θυγατέρα Ἀβραὰμ οὖσαν, ἣν ἔδησεν ὁ σατανᾶς ἰδοὺ δέκα καὶ ὀκτὼ ἔτη, οὐκ ἔδει",ἀπὸ τοῦ δεσμοῦ τούτου τῇ ἡμέρᾳ τοῦ σαββάτου;
λυθῆναι,λύω,aorist,passive,infinitive,—,—,John 10:35,"εἰ ἐκείνους εἶπεν θεοὺς πρὸς οὓς ὁ λόγος τοῦ θεοῦ ἐγένετο, καὶ οὐ δύναται","ἡ γραφή,"
λυθῆναι,λύω,aorist,passive,infinitive,—,—,Revelation 20:3,πλανήσῃ ἔτι τὰ ἔθνη ἄχρι τελεσθῇ τὰ χίλια ἔτη.  μετὰ ταῦτα δεῖ,αὐτὸν μικρὸν χρόνον.
λυθείσης,λύω,aorist,passive,participle,—,singular,Acts 13:43,—,δὲ τῆς συναγωγῆς ἠκολούθησαν πολλοὶ τῶν Ἰουδαίων καὶ τῶν σεβομένων προσηλύτων τῷ Παύλῳ
λυθήσονται,λύω,future,passive,indicative,third person,plural,2 Peter 3:12,προσδοκῶντας καὶ σπεύδοντας τὴν παρουσίαν τῆς τοῦ θεοῦ ἡμέρας διʼ ἣν οὐρανοὶ πυρούμενοι,καὶ στοιχεῖα καυσούμενα τήκεται.
λυθήσεται,λύω,future,passive,indicative,third person,singular,2 Peter 3:10,"Ἥξει δὲ ἡμέρα κυρίου ὡς κλέπτης  ἐν ᾗ οἱ οὐρανοὶ ῥοιζηδὸν παρελεύσονται, στοιχεῖα δὲ καυσούμενα",", καὶ γῆ καὶ τὰ ἐν αὐτῇ ἔργα οὐχ εὑρεθήσεται."
λυθήσεται,λύω,future,passive,indicative,third person,singular,Revelation 20:7,"Καὶ ὅταν τελεσθῇ τὰ χίλια ἔτη,",ὁ σατανᾶς ἐκ τῆς φυλακῆς αὐτοῦ
λελυμένον,λύω,perfect,passive,participle,—,singular,Matthew 16:19,"δεδεμένον ἐν τοῖς οὐρανοῖς, καὶ ὃ ἐὰν λύσῃς ἐπὶ τῆς γῆς ἔσται",ἐν τοῖς οὐρανοῖς.
λελυμένα,λύω,perfect,passive,participle,—,plural,Matthew 18:18,"ἔσται δεδεμένα ἐν οὐρανῷ, καὶ ὅσα ἐὰν λύσητε ἐπὶ τῆς γῆς ἔσται",ἐν οὐρανῷ.
λέλυσαι,λύω,perfect,passive,indicative,second person,singular,1 Corinthians 7:27,"δέδεσαι γυναικί, μὴ ζήτει λύσιν·","ἀπὸ γυναικός, μὴ ζήτει γυναῖκα."
