Resource,Reference,Previous Context,Result,Next Context,Lemma (Greek),Louw-Nida,Root,Part of Speech,Adverb/particle Type (Logos Greek)
NA28,2 Corinthians 12:2,"οἶδα, εἴτε ἐκτὸς τοῦ σώματος οὐκ οἶδα, ὁ θεὸς οἶδεν, ἁρπαγέντα τὸν",τοιοῦτον,ἕως τρίτου οὐρανοῦ.,τοιοῦτος,Louw Nida 92.31,"ο, ουτος",pronoun,—
NA28,2 Corinthians 12:3,καὶ οἶδα τὸν,τοιοῦτον,"ἄνθρωπον, εἴτε ἐν σώματι εἴτε χωρὶς τοῦ σώματος οὐκ οἶδα, ὁ θεὸς οἶδεν,",τοιοῦτος,"LN 92.31, LN 64.2","ο, ουτος
","adjective, pronoun",—NA28,2 Corinthians 12:5,ὑπὲρ τοῦ,τοιούτου,"καυχήσομαι, ὑπὲρ δὲ ἐμαυτοῦ οὐ καυχήσομαι εἰ μὴ ἐν ταῖς ἀσθενείαις.",τοιοῦτος,"LN 92.31, LN 64.2
","ο, ουτος",pronoun,—
NA28,Galatians 5:21,"φθόνοι , μέθαι, κῶμοι καὶ τὰ ὅμοια τούτοις, ἃ προλέγω ὑμῖν, καθὼς  προεῖπον ὅτι οἱ τὰ",τοιαῦτα,πράσσοντες βασιλείαν θεοῦ οὐ κληρονομήσουσιν.,τοιοῦτος,Louw Nida 64.2,"ο, ουτος",pronoun,—
NA28,Galatians 5:23,πραΰτης ἐγκράτεια· κατὰ τῶν,τοιούτων,οὐκ ἔστιν νόμος.,τοιοῦτος,Louw Nida 64.2,"ο, ουτος",pronoun,—
NA28,Galatians 6:1,"Ἀδελφοί, ἐὰν καὶ προλημφθῇ ἄνθρωπος ἔν τινι παραπτώματι, ὑμεῖς οἱ πνευματικοὶ καταρτίζετε τὸν",τοιοῦτον,"ἐν πνεύματι πραΰτητος, σκοπῶν σεαυτὸν μὴ καὶ σὺ πειρασθῇς.",τοιοῦτος,Louw Nida 64.2,"ο, ουτος",pronoun,—
NA28,Ephesians 5:27,"ἵνα παραστήσῃ αὐτὸς ἑαυτῷ ἔνδοξον τὴν ἐκκλησίαν, μὴ ἔχουσαν σπίλον ἢ ῥυτίδα ἤ τι τῶν",τοιούτων,", ἀλλʼ ἵνα ᾖ ἁγία καὶ ἄμωμος.",τοιοῦτος,Louw Nida 64.2,"ο, ουτος",pronoun,—
NA28,Philippians 2:29,προσδέχεσθε οὖν αὐτὸν ἐν κυρίῳ μετὰ πάσης χαρᾶς καὶ τοὺς,τοιούτους,"ἐντίμους ἔχετε,",τοιοῦτος,Louw Nida 64.2,"ο, ουτος",pronoun,—
NA28,2 Thessalonians 3:12,τοῖς δὲ,τοιούτοις,"παραγγέλλομεν καὶ παρακαλοῦμεν ἐν κυρίῳ Ἰησοῦ Χριστῷ, ἵνα μετὰ ἡσυχίας ἐργαζόμενοι τὸν ἑαυτῶν ἄρτον ἐσθίωσιν.",τοιοῦτος,Louw Nida 64.2,"ο, ουτος",pronoun,—
NA28,Titus 3:11,εἰδὼς ὅτι ἐξέστραπται ὁ,τοιοῦτος,καὶ ἁμαρτάνει ὢν αὐτοκατάκριτος.,τοιοῦτος,Louw Nida 64.2,"ο, ουτος",pronoun,—
NA28,Philemon 9,"διὰ τὴν ἀγάπην μᾶλλον παρακαλῶ,",τοιοῦτος,ὢν ὡς Παῦλος πρεσβύτης νυνὶ δὲ καὶ δέσμιος Χριστοῦ Ἰησοῦ·,τοιοῦτος,Louw Nida 64.2,"ο, ουτος",pronoun,—
NA28,Hebrews 7:26,—,Τοιοῦτος,"γὰρ ἡμῖν καὶ ἔπρεπεν ἀρχιερεύς, ὅσιος ἄκακος ἀμίαντος, κεχωρισμένος ἀπὸ τῶν ἁμαρτωλῶν καὶ ὑψηλότερος τῶν οὐρανῶν γενόμενος,",τοιοῦτος,Louw Nida 92.31,"ο, ουτος","adjective, pronoun",—
NA28,Hebrews 8:1,"Κεφάλαιον δὲ ἐπὶ τοῖς λεγομένοις,",τοιοῦτον,"ἔχομεν ἀρχιερέα, ὃς ἐκάθισεν ἐν δεξιᾷ τοῦ θρόνου τῆς μεγαλωσύνης ἐν τοῖς οὐρανοῖς,",τοιοῦτος,Louw Nida 92.31,"ο, ουτος","adjective, pronoun",—
NA28,Hebrews 11:14,οἱ γὰρ,τοιαῦτα,λέγοντες ἐμφανίζουσιν ὅτι πατρίδα ἐπιζητοῦσιν.,τοιοῦτος,Louw Nida 64.2,"ο, ουτος",pronoun,—
NA28,Hebrews 12:3,ἀναλογίσασθε γὰρ τὸν,τοιαύτην,"ὑπομεμενηκότα ὑπὸ τῶν ἁμαρτωλῶν εἰς ἑαυτὸν ἀντιλογίαν, ἵνα μὴ κάμητε ταῖς ψυχαῖς ὑμῶν ἐκλυόμενοι.",τοιοῦτος,Louw Nida 92.31,"ο, ουτος","adjective, pronoun",—
NA28,Hebrews 13:16,τῆς δὲ εὐποιΐας καὶ  κοινωνίας μὴ ἐπιλανθάνεσθε·,τοιαύταις,γὰρ θυσίαις εὐαρεστεῖται ὁ θεός.,τοιοῦτος,Louw Nida 64.2,"ο, ουτος","adjective, pronoun",—
NA28,James 4:16,νῦν δὲ καυχᾶσθε ἐν ταῖς ἀλαζονείαις ὑμῶν· πᾶσα καύχησις,τοιαύτη,πονηρά ἐστιν.,τοιοῦτος,Louw Nida 92.31,"ο, ουτος",pronoun,—
NA28,3 John 8,ἡμεῖς οὖν ὀφείλομεν ὑπολαμβάνειν τοὺς,τοιούτους,", ἵνα συνεργοὶ γινώμεθα τῇ ἀληθείᾳ.",τοιοῦτος,Louw Nida 92.31,"ο, ουτος",pronoun,—
